"","species","K00363","K00370","K00371","K00376","K02567","K02568","K03385","K04561","K02305","K02586","K02588","K02591","K00198","K00297","K01491","K01938","GH105","GH106","GH28","GH78","GH88","GH108","GH24","GH11","GH115","GH30","GH120","GH67","GH15","GH31","GH57","GH16","GH19","GH20","GH1","GH116","GH74","GH44","GH45","GH5","GH65","PF01058.22","PF14720.6","PF02256.17","PF02906.14"
"301_05-49-Termitinae-Protocapritermes_odontomachus","301_05-49-Termitinae-Protocapritermes_odontomachus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.245706217048354,2.78243453445916,2.71214817076387,1.6781834077122,2.04680310342585,1.06183594781132,1.88984599143126,1.92102376509619,0.642501641523324,NA,0.576895520752946,3.20609498901909,0.844124542132008,2.00051010966893,NA,0.557749036709342,1.27651104444477,2.40289342132925,2.4311556359875,2.16321482047306,0.82867147052547,2.13530378502816,2.76823037347212,1.69720120529134,NA,NA,1.2908407307581,1.89705530514256,2.55998891284961,NA,NA,1.91620499773228,3.10151195804359
"301_89-THAI096-Termitinae-Termes_propinqus","301_89-THAI096-Termitinae-Termes_propinqus",NA,1.16083680165775,NA,0.920592587688134,NA,0.863683880725217,1.51741918358678,1.27844808781833,NA,NA,1.0830374097169,NA,1.43348191719747,2.97600683769096,2.1397518650099,1.79151426963665,1.17401350983653,NA,1.09312164997794,0.639363290548439,0.908639963835879,0.54248961113588,1.35246592090427,1.08414316482897,NA,NA,NA,1.17772739242564,NA,1.98662756437002,0.754990543538588,0.918915904702432,0.265520315545925,NA,2.19429848484079,NA,NA,NA,NA,NA,2.33205601764236,0.749735899949242,NA,0.482904662867343,0.895250996481411
"301_71-RDCT125-Termitinae-Tuberculitermes_bycanistes","301_71-RDCT125-Termitinae-Tuberculitermes_bycanistes",NA,NA,0.086368763360705,1.18008746138736,NA,1.29617534586299,1.32002159505736,1.61940396085092,NA,NA,NA,NA,1.75053211946113,2.74902473805163,1.72195239484093,NA,0.29734661226958,NA,0.772959270332543,NA,0.937756032718276,NA,0.681344556241285,0.0896774431330657,0.530841940961842,NA,NA,NA,NA,NA,1.59517035281637,0.924867235002148,1.1456706848516,0.594657540503217,2.33894887968546,NA,NA,NA,0.392791927729054,0.315951357902889,1.11121243101838,2.77222862872049,1.36282687519032,2.40505017129874,2.47179700507083
"301_74-RD1T21M1_e-Termitinae-Promirotermes_pygmaeus","301_74-RD1T21M1_e-Termitinae-Promirotermes_pygmaeus",NA,NA,NA,NA,NA,NA,0.704272696256274,NA,NA,NA,NA,NA,0.726466931005207,2.68298281852317,2.34380389338642,2.12897411642709,3.13489515606603,0.384244141403226,2.73841588974833,1.76720590844219,1.89449781237005,0.0391786133350185,1.6615447917955,1.03551611814303,0.669785840811758,1.18030557360353,1.82636758910133,1.57546917218998,NA,1.88125898834564,1.5022345916056,2.04277662695228,NA,0.721322617429033,1.75298403248257,NA,NA,NA,NA,1.21604594922529,3.33432237051847,1.66017959609153,0.389199808640283,3.23209185569492,3.89364153143409
"230_01-CAM16_18-Nasutitermitinae-Leptomixotermes","230_01-CAM16_18-Nasutitermitinae-Leptomixotermes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.16969210628194,2.52458337846115,2.36350912416857,NA,2.12108359144471,0.914829924822145,NA,NA,2.36323150766761,1.50673469596447,0.628758580013016,2.59924952149139,NA,1.69719231428193,NA,NA,NA,2.62638286414856,NA,0.75687915714084,NA,1.47189872592056,3.5435964168351,NA,NA,NA,NA,NA,NA,2.04887785836267,NA,3.01905116965467,3.37198423616676
"230_11-60-Nasutitermitinae-Nasutitermes_gracilirostris","230_11-60-Nasutitermitinae-Nasutitermes_gracilirostris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.63460871675118,0.543576214614299,3.01407324775519,4.10456942719032,3.78750141567411,3.49916278336682,1.40373077074771,0.271133901449348,1.53408649641606,NA,1.08521014341074,1.84735908555673,NA,5.18712757590903,1.99930770388438,3.72799672367121,1.48539346278904,3.09677451792888,NA,2.48980471414958,4.3890760404088,3.08053997695904,0.291749300553231,2.84062887677182,3.06006780597715,0.820848703058619,NA,1.78875482841726,3.68821592633383,2.26184423773023,2.46242231157195,3.06191125811424,NA,3.99200232376858,4.78487281910834
"301_07-69-Nasutitermitinae-Nasutitermes_bikpelanus","301_07-69-Nasutitermitinae-Nasutitermes_bikpelanus",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.39549359834614,3.26095930154288,2.4734512877556,2.9652328038277,3.88244582138887,2.84982105432509,2.77788374935341,1.18349017027627,NA,1.83604510624106,NA,0.164076054010822,2.28900927495756,NA,4.2646506988795,2.43256253823923,3.30904954123212,NA,1.75769831055211,NA,2.73587878784254,3.96635869318867,2.26356739813806,NA,2.83405223598578,2.88699324013834,2.3909833499385,1.94235418032176,NA,4.21539004596956,2.68672836932317,1.42063412233468,3.30279765677175,NA,4.04193864885555,4.85138862001124
"272_25-BRU6-Nasutitermitinae-Nasutitermes","272_25-BRU6-Nasutitermitinae-Nasutitermes",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.61612726870923,3.53085708778886,0.950355278394764,1.94618526579582,4.10463947020779,2.63659377296861,2.54396253641352,NA,NA,0.0919690210644252,NA,0.413057770764637,NA,NA,4.72142067866198,0.651293951863177,2.39127766400202,NA,2.41740322278993,NA,2.10505982381405,2.75865910167958,2.13719848337051,NA,2.10010725365798,2.56829875650536,1.41544932335358,1.96518772628526,NA,3.52769553539209,2.80710028689918,NA,3.52363059390013,NA,4.19579086603269,5.34249318229639
"301_16-AUS54-Nasutitermitinae-Nasutitermes_triodiae","301_16-AUS54-Nasutitermitinae-Nasutitermes_triodiae",NA,0.559282149957171,NA,NA,NA,NA,1.08766762872799,NA,NA,1.25847185062789,2.25468220327338,1.2470221575312,2.30119777912466,3.53135182221588,1.82644308369182,1.64592912159384,NA,1.05804669190669,NA,NA,NA,NA,0.967281609779299,3.42750028846726,1.04785332225647,2.23001648038113,0.293601770573157,0.00555111194433877,NA,2.47474506638515,2.53262493347487,1.10760893805415,NA,2.01515039012667,2.7894570270116,1.69678187164393,NA,NA,3.66835337218413,2.65044238838046,0.75965813218579,NA,NA,NA,NA
"301_18-AUS62-Nasutitermitinae-Nasutitermes_graveolus","301_18-AUS62-Nasutitermitinae-Nasutitermes_graveolus",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.47377242113221,3.61486082548652,2.88881282762282,2.45893652476456,4.10636632822698,1.8671134807481,2.16252452820173,1.17775753114828,NA,0.579572186666545,0.559769662411409,NA,NA,NA,4.5489639194602,NA,3.14236613590224,NA,1.75085028436742,NA,2.28139823503194,3.51106678151194,NA,NA,1.78028489528359,2.32095014079365,2.55677118324162,1.95970948614876,NA,4.33406537487743,2.33115567964824,NA,3.55727189123662,NA,3.58668456432496,4.7841423316515
"301_54-G733-Nasutitermitinae-Nasutitermes_macrocephalus","301_54-G733-Nasutitermitinae-Nasutitermes_macrocephalus",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.60675150453387,3.32128522409482,2.67864603829726,2.9567443132397,3.92968843671262,3.37113885737812,2.86357271404117,0.73730341850821,0.823876692193094,0.4963817807106,NA,NA,0.172843512478539,NA,4.4289744352607,2.50941602041371,2.86399443950125,0.835197773871582,1.86241528923184,NA,2.41123450586947,4.09622759723865,3.04247415555736,NA,3.05151790194221,2.67676809200814,2.23681526568904,0.00408616801790807,NA,4.12782349014661,2.77355792058874,NA,3.37798305693953,NA,3.70981773194084,5.00100817070699
"272_82-RDCT106-Nasutitermitinae-Nasutitermes_lujae","272_82-RDCT106-Nasutitermitinae-Nasutitermes_lujae",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63981367765769,2.39229592955579,1.59616077264938,3.20799923784393,3.13857145984452,3.34728856280104,3.04177535727347,1.6138530885746,2.30008036231132,NA,NA,1.22970841976128,NA,NA,4.579864897821,NA,2.55142105676793,NA,1.77546680687144,NA,1.80234507839916,4.20731614059246,2.02943627181587,2.69330340996898,2.96752967060333,3.34082978870069,0.369102108919178,NA,NA,3.44576345019017,1.6764443312274,NA,2.52415051036531,NA,3.95619118734758,4.76539939724362
"272_21-BDIT041-Nasutitermitinae-Nasutitermes","272_21-BDIT041-Nasutitermitinae-Nasutitermes",NA,NA,NA,NA,NA,NA,0.0502004843812804,NA,NA,2.4553267120865,3.15834049932677,1.86829929821919,3.32367170428623,3.90318516358032,1.51669891636966,2.72301861310263,2.73477667437386,2.66260338889524,NA,NA,2.29188122351566,0.616242911505404,NA,3.99802728425959,3.02694585872399,NA,NA,2.29541090636109,NA,2.6629023289347,4.13515927893238,1.95272777853749,1.7906501371532,2.90563765417461,3.16218109271144,2.14936897685566,NA,NA,4.07072247717195,3.53168876421143,0.774519729643995,3.08322364712527,NA,3.45654155988983,4.40562961637135
"272_50-KE15_44-Nasutitermitinae-Trinervitermes_gratiosus","272_50-KE15_44-Nasutitermitinae-Trinervitermes_gratiosus",NA,NA,NA,NA,NA,NA,0.0886015836639769,NA,NA,1.75551567375219,4.04721688524419,1.85790986199615,2.59241084338634,3.89042853343027,3.38437468712205,2.7241305041943,2.52847128173231,0.867117524234867,1.97120708532345,NA,0.793890073591516,NA,1.15102165564805,4.11185915171022,3.14288025902666,3.45458821560998,3.07818119361531,2.45988656231082,NA,3.6031577654279,3.98045444065941,2.4760805773344,1.35916328542971,3.43280742026611,2.9541145661631,0.353512639321797,NA,1.69243424915828,2.7458592162636,1.72079423952236,0.495462989090061,1.91811571315309,NA,2.66899691212332,3.69990446891729
"301_24-BDIT094-Nasutitermitinae-Trinervitermes_sp","301_24-BDIT094-Nasutitermitinae-Trinervitermes_sp",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.85809088264757,3.86140815117959,2.21099124162066,2.40453977205198,3.79844651332951,3.29750430168032,3.30177387931343,1.51329675597691,NA,1.07539495127616,0.159395558412543,0.274037406400433,NA,0.0963771918544323,4.0650788665943,2.49226242487302,3.10409864890045,2.76997252330462,2.09189503431094,NA,3.38660061948391,3.99732895533982,2.3704223894114,0.642763029221515,3.19250470124893,3.03581696249065,1.94569570531356,NA,NA,3.6450270025232,2.44154530658918,1.37031393501974,NA,NA,0.602854572710293,2.2958486009012
"230_13-THAI43-Nasutitermitinae-Nasutitermes_sp_3","230_13-THAI43-Nasutitermitinae-Nasutitermes_sp_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07913532402997,3.95424237294346,0.987687178367781,3.34060595430869,4.06264959511251,4.02643438210028,3.89114451400377,2.43785182760871,2.16610306556103,1.26785682040594,NA,1.67147396371709,NA,NA,4.63227710219825,3.13960372268796,3.54816030258602,0.31749995860231,2.56696601661176,NA,2.6895801743989,4.59372875712735,2.70020263739409,NA,3.86790594888643,3.52038994211672,0.179972071807866,1.33959042463171,NA,1.97020279646324,0.492950223952923,0.227105620716671,1.62445705480987,NA,4.57259519662179,5.50376259957224
"301_85-THAI45-Nasutitermitinae-Oriensubulitermes_inanis","301_85-THAI45-Nasutitermitinae-Oriensubulitermes_inanis",NA,0.605073424588374,1.59114152375722,NA,NA,NA,0.114186256204335,0.033190203677949,NA,NA,NA,NA,0.349882065089371,2.7418678463439,1.99386156932359,1.50385799581741,1.81845021213837,1.73115490914229,1.63845751484341,2.25746906424684,1.84118335422347,NA,NA,0.0808682520964317,NA,1.59479146917004,1.71515506600695,1.75862222009593,NA,1.32155528294913,2.34104752267846,1.68656195056904,1.58588425565231,2.62542970099179,2.92576499921759,0.914734409275843,NA,NA,0.294867335461113,0.555429183796592,2.88117753639807,2.85236149460437,1.33257510817436,3.43280891876937,3.64263329659964
"301_87-THAI067-Nasutitermitinae-Hospitalitermes_sp_C","301_87-THAI067-Nasutitermitinae-Hospitalitermes_sp_C",NA,NA,NA,NA,NA,NA,0.125186962785979,NA,NA,NA,1.82355824630735,NA,1.95062412092471,3.54202680518647,2.37500033578812,2.07014120327107,1.65341015919457,1.36938351609996,2.07878518382588,NA,NA,NA,0.255485010030779,2.98210397893375,1.77985948083133,NA,1.44147312602543,1.55192920974447,NA,3.11434226502048,3.34784972229876,2.64711538912916,NA,2.14138640979905,2.87546001521034,NA,NA,0.541466779688612,1.75765703276374,1.98700551560905,2.58778697585809,1.51049717497222,NA,4.03041453994613,4.5632513048287
"301_80-THAI100-Nasutitermitinae-Bulbitermes_nr_laticephalus","301_80-THAI100-Nasutitermitinae-Bulbitermes_nr_laticephalus",NA,NA,NA,NA,NA,NA,0.786970155564541,NA,NA,2.46371179294848,3.66185688717385,2.68687532776778,2.53913154174969,3.96871622221293,3.22197106440651,3.13857780586714,2.58240480679503,1.44871331493576,1.04467345940466,1.56342002373791,2.37595219959154,0.00296805116396426,1.36787360628971,4.18737690190352,2.62543965222304,2.65451629161948,0.274115707190567,0.905978630825323,NA,2.78276178187069,3.95813312242909,1.38052263853835,0.423863974416268,3.15710602663522,2.8249414647052,1.8491789662261,1.65835805617299,NA,3.70683767761131,2.76171027695627,2.2399038050721,2.90093688736647,NA,3.59220348738271,4.60919743827813
"301_14-AUS49-Nasutitermitinae-Nasutitermes_sp_G","301_14-AUS49-Nasutitermitinae-Nasutitermes_sp_G",NA,0.193685553227992,0.173900793653092,NA,0.850226894903642,NA,1.27895426433863,NA,NA,NA,1.18387173170949,NA,2.78400228715686,3.31691054139174,2.73873711089783,2.45334095239406,1.44409537001092,1.23774930684517,1.66296988690588,1.78916872610275,0.615428248036938,1.10836641991018,2.02888353773636,3.35060453877565,1.61677130923339,2.98790198089443,NA,1.53951104387944,NA,2.97259596513412,3.34078632159657,2.39759864341091,NA,2.56895762838233,3.13851109359909,0.947430222138996,0.661017111278037,1.31605110335881,NA,NA,1.46980869557925,2.78144914910175,1.14309824544514,3.6168762355209,4.42879291112907
"301_64-NSW6-Nasutitermitinae-Occasitermes","301_64-NSW6-Nasutitermitinae-Occasitermes",NA,NA,NA,NA,NA,NA,0.211682499788474,NA,NA,2.60008391802511,3.12286750160265,1.83221015262911,3.61310202846398,2.97942825100047,2.95072227412011,2.41745386334731,2.88473687434601,NA,NA,NA,1.87308989385002,NA,NA,3.77756935534328,2.98132077785366,2.60765483959121,NA,2.46236109690814,NA,2.80945737135944,3.68211551170504,1.8994676483804,1.39517045681251,2.42192842377078,3.10716958029775,1.52104622903853,NA,NA,3.37185216553574,2.03502733847034,2.97406658626093,0.92600036973949,NA,3.2024735940166,4.55629777515139
"272_40-G13_30-Nasutitermitinae-Coatitermes_kartaboensis","272_40-G13_30-Nasutitermitinae-Coatitermes_kartaboensis",NA,NA,NA,NA,NA,NA,0.0849137997940139,NA,NA,NA,NA,NA,2.94275958033269,3.38615090510976,3.36558027860942,1.86721488478407,2.13272312461868,NA,2.46230793513578,NA,2.80437360145825,0.252476569585315,NA,4.06791474032329,2.04316376342948,2.86905594159929,NA,2.88132298732524,NA,3.1053691037767,3.52129409912927,3.5464261266515,1.84255618088459,2.93032532843473,1.83153440846709,1.23869907113311,2.37829744281125,2.98331319737632,2.29581301171332,2.64793053819549,1.98445174873218,2.86943473391847,NA,4.03619316319913,4.99792590106756
"301_39-G13_130-Nasutitermitinae-Coatitermes_sp_2","301_39-G13_130-Nasutitermitinae-Coatitermes_sp_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.15002911943862,3.85645533124861,3.15465211578482,2.88372490032777,3.70274980485635,3.60016710998284,2.26643787947451,1.07053259571571,NA,3.28562350376754,1.64512960087245,1.73505785377613,0.380115717352273,NA,3.24037689768806,2.46561993838186,2.61536073986126,0.364785347763745,2.36190866737268,NA,2.98137857450063,4.03323441556091,2.91169776276821,0.63066271290941,2.50685505585674,2.37595761635588,1.12935090184584,2.32395910382683,2.60562433539159,2.56980805068214,0.0275776558860384,1.58907043125652,3.45165713685384,NA,3.27029668106587,4.16365755212696
"301_52-G729-Nasutitermitinae-Araujotermes_parvellus","301_52-G729-Nasutitermitinae-Araujotermes_parvellus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.40533046696431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.81676066719552,2.81676066719552
"272_46-G728-Nasutitermitinae-Agnathotermes_crassinasus","272_46-G728-Nasutitermitinae-Agnathotermes_crassinasus",NA,NA,0.436720326275322,NA,NA,NA,1.28309054262484,0.523682119768642,NA,NA,0.691188374841422,NA,1.70354594400522,3.28938020872321,2.60918273540026,1.40586137289284,1.25565214073579,NA,0.834116528679699,1.02472647311815,0.804767449917332,NA,1.10544253355174,2.79675724014554,NA,NA,NA,1.33193478444549,NA,2.57268145882237,3.11548423377093,2.54799393984216,0.487155838906159,2.34067714911347,2.12467700731567,2.1209642843365,NA,0.647372379098887,3.10919474777102,2.81077492354314,NA,2.58805908036607,NA,1.10247335194031,2.22502306476404
"301_32-BRA1-Nasutitermitinae-Constrictotermes_ciphergaster","301_32-BRA1-Nasutitermitinae-Constrictotermes_ciphergaster",NA,NA,NA,NA,NA,NA,1.26304139573708,NA,NA,NA,1.37947113665103,NA,2.67540068806772,3.63981833416091,2.5714641732242,2.12342577802219,1.46978420540677,2.01491581923415,0.469688717394813,1.47511869487274,0.905940734269797,NA,NA,2.62335032020271,NA,0.928014281314377,NA,1.8781715978147,NA,2.61753832137374,3.78485164601818,1.8652855757362,0.385082475483257,2.77101942459201,3.14977116301184,1.33854291246842,1.82735513562266,1.62095868997256,2.81760739886068,1.79518414597182,2.19612798416887,2.35414148238098,NA,3.69410820741913,4.12365293414378
"301_44-G13_48-Nasutitermitinae-Constrictotermes_cavifrons","301_44-G13_48-Nasutitermitinae-Constrictotermes_cavifrons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08811794824581,NA,1.85816531719596,3.42901774713919,3.02953885056652,1.86680867411503,2.47098275848796,1.79551200134745,2.28881524686259,2.05949814682803,NA,NA,NA,2.17929129911932,NA,2.3244727043429,NA,NA,0.568708041561001,2.05360253748113,3.07945404317368,3.81817674077057,1.22618040234994,2.62166783773201,3.20463342522038,1.14209916458922,NA,1.05539951741759,NA,2.20496354190291,2.26989390571643,NA,NA,NA,NA
"272_32-CIVT017-Nasutitermitinae-Mimeutermes_sorex","272_32-CIVT017-Nasutitermitinae-Mimeutermes_sorex",NA,1.41901389930502,0.883655237427791,1.23121375682623,0.806492713573026,0.280828504650979,2.13144857251031,0.497211116864269,0.244099369840983,NA,0.637191826817182,NA,2.49955590159334,2.92762332397665,1.13664540566157,0.490857680587413,1.66391231181523,0.482071567896184,0.498981973386799,NA,1.65433947773621,1.15908900011336,0.830653387821531,NA,NA,1.19296338899397,NA,0.586788567705433,NA,1.81443010380616,1.8916228016805,0.497086514714756,0.0209049796608458,1.32940836927298,1.79428915010954,NA,NA,NA,NA,NA,1.96122827976229,3.07684513859209,1.84024756151075,2.26219422445073,2.11953224197366
"272_39-G13_24-Termitinae-Cylindrotermes","272_39-G13_24-Termitinae-Cylindrotermes",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.80705948210358,2.69044463761126,2.35446313199956,2.88880450522296,2.96616882667673,2.90818394014922,2.77011406384764,2.29702178505794,1.04758388723344,1.46290131193783,1.57295663077263,1.30015868920534,NA,NA,3.66489353012277,2.37164087123444,2.83541585834881,NA,2.33809673799027,NA,2.81559821932151,3.709988347434,2.89449009557322,NA,2.26687625945519,2.90944305921889,1.25507642478072,0.520359805359671,1.04641846446309,3.6802938392119,2.52544231640002,1.31481004461385,NA,NA,NA,NA
"272_86-RDCT180-Termitinae-Cephalotermes","272_86-RDCT180-Termitinae-Cephalotermes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.260430082547697,NA,2.72393452688554,3.67248438966723,2.88059964067042,2.78998918861012,2.67350978202425,1.59691751380822,1.42011714451627,1.08429530993183,0.040703880516805,NA,NA,3.85988063339807,NA,2.76969582280963,2.42118567144068,3.04995539860967,0.000893929707137531,2.85967017550362,3.91119693172592,2.4350760053547,NA,2.55956541264584,3.46389972692307,2.77768383660972,NA,1.47149652846001,3.99640253402873,2.40393895436362,0.0559517364715378,2.76271594218298,NA,3.17525025592731,4.4486162207141
"272_93-TBRU711D-Termitinae-Orientotermes","272_93-TBRU711D-Termitinae-Orientotermes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.83187648843249,NA,1.40732972677403,3.47869344397823,2.44327319341302,1.58610372056409,2.87912250365837,NA,0.356498924904714,NA,1.1449944593689,NA,0.000363790404386055,3.83977334639149,2.67430229214475,2.97466129793657,NA,2.54603361151074,0.515413392578598,2.99847972972596,3.52394971655035,2.08805028847814,0.980980926916985,2.76457401094922,3.62652527540906,0.885424566589532,1.94207146634942,2.51089013672641,3.11170833189853,1.45132345488896,NA,2.96792041371511,0.421921382072956,3.30203800952494,4.51567152205777
"272_22-BDIT49-Apicotermitinae-Aderitotermes","272_22-BDIT49-Apicotermitinae-Aderitotermes",NA,NA,NA,NA,NA,NA,NA,1.66776604672629,NA,NA,NA,NA,2.09335786378903,NA,NA,NA,2.07532862333303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.32291501924473,2.9037518836797,1.56383602759555,1.56383602759555
"301_67-RDCT070-Apicotermitinae-Ateuchotermes_sp_B","301_67-RDCT070-Apicotermitinae-Ateuchotermes_sp_B",NA,1.36968088246857,1.76082636554004,1.6816372959967,0.994525327858443,1.08237096884218,0.96777090810497,1.54681293724389,1.6130543179063,NA,NA,NA,NA,2.25700893207957,2.14872554391309,1.13269572402748,NA,NA,0.060069074929581,NA,NA,0.84737832146928,1.23688272949971,NA,NA,NA,NA,1.5148869482343,NA,1.29198238063692,NA,NA,NA,0.130085094013049,2.59818937626604,NA,NA,NA,NA,NA,2.50883399850814,2.44813683367597,0.611431746711865,0.666783428209035,0.951907828297058
"301_68-RDCT098-Apicotermitinae-Amalotermes_phaeocephalus","301_68-RDCT098-Apicotermitinae-Amalotermes_phaeocephalus",NA,0.758194544734859,0.690437413278327,NA,NA,NA,0.181057164817296,NA,NA,NA,NA,NA,NA,1.43815611695307,0.993827667449111,0.242122869723038,1.14015322571826,0.177080649992375,1.02876466375323,1.13632385183649,0.833556389534189,NA,NA,2.59206167041813,0.457273449321389,0.501027822590228,NA,NA,NA,0.290470519328495,1.9014629243724,0.760109060305106,NA,0.799184270092029,2.06883642935103,0.897244926137675,NA,NA,2.21932791454289,1.32075913018085,1.62450594931293,0.786385631751022,NA,1.48397876321896,1.99264514295598
"301_65-RDCT021-Apicotermitinae-Acidnotermes_praus","301_65-RDCT021-Apicotermitinae-Acidnotermes_praus",NA,NA,1.5820722995092,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.91779388190722,3.37813040288458,NA,NA,1.41316762492569,NA,NA,NA,NA,NA,2.19111810267991,NA,NA,NA,NA,NA,NA,1.41250258432174,1.95517075338588,NA,NA,1.98953326090052,2.53076893181233,NA,NA,NA,NA,NA,NA,3.16859999112265,2.57591438970557,2.62172821248134,2.66455383618726
"272_42-G13_4-Apicotermitinae-Anoplotermes_parvus","272_42-G13_4-Apicotermitinae-Anoplotermes_parvus",NA,NA,NA,NA,NA,NA,1.63016467999905,NA,NA,NA,NA,NA,0.849395722258611,3.03514799379769,2.45035046787643,NA,NA,NA,NA,1.77255418396487,2.59703637178427,NA,NA,2.65143570405546,NA,2.17396013942885,NA,1.87109381403439,NA,2.12514072921011,3.05598284352335,2.32751667036379,1.72538913911062,2.30897600463521,1.47799995865623,1.16501187018691,1.48570636378759,1.92544324153328,NA,NA,NA,2.01348590522119,0.965921018625193,2.33617346704302,2.55428542782622
"301_41-G13_32-Apicotermitinae-Anoplotermes_banksi","301_41-G13_32-Apicotermitinae-Anoplotermes_banksi",NA,0.899037850891445,0.990701201672574,1.10620962776472,1.46242069612658,1.56162942577536,1.47436577721495,0.725907248053656,0.817194914435723,NA,NA,NA,1.32365514050701,2.79598862039848,2.36766201270639,1.18897931211396,2.10408002062945,0.30715290881136,0.997267006676947,1.09796631199562,1.25339397103646,NA,1.71178832835228,1.70031004379823,NA,NA,NA,0.321792073612978,NA,1.30666855283986,1.4174202744308,1.29240357507246,1.52600010166577,0.512418747264166,1.13657000199465,NA,NA,NA,NA,NA,0.999520790140754,3.21189853441892,2.10743757797545,3.05934097471202,3.41789595296988
"301_48-G13_8-Apicotermitinae-Anoplotermes_janus","301_48-G13_8-Apicotermitinae-Anoplotermes_janus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.14106077200907,2.33608740183385,1.9031924710539,NA,NA,1.3599943898306,1.94756653520178,1.33113618740564,0.996068849672804,NA,0.494024389804408,2.38527352306065,NA,1.44848580020202,NA,1.74036571889853,NA,2.58982291866084,NA,2.79109982409997,NA,2.18120164842103,1.41956586335889,1.73141114897775,1.17109355682667,1.63764814359655,NA,1.32450423178388,1.30371367427039,2.23529502531314,1.1601514392678,2.93528091535967,3.06580261390277
"272_47-G756-Apicotermitinae-Patawatermes","272_47-G756-Apicotermitinae-Patawatermes",NA,0.894803544565695,NA,NA,NA,1.3843851969038,1.21855845183825,1.44162734509819,NA,NA,NA,NA,2.41878072589735,2.24825213013202,1.6515413277886,1.33094988885891,1.41023439273655,NA,0.680356933994702,0.998010511264529,0.509068057547792,NA,2.27723841420137,1.08944581262194,NA,NA,NA,NA,NA,1.5614121532647,1.26499347642841,1.35275494292981,0.487481541826754,2.06585278620762,NA,NA,NA,NA,NA,NA,1.538375746156,3.78516196203821,2.72495532953995,2.22901868805278,2.32567697553782
"272_90-T414A-Apicotermitinae-Euhamitermes","272_90-T414A-Apicotermitinae-Euhamitermes",NA,NA,NA,0.357496626300156,0.531566397244159,0.337812836836209,1.08684375467887,NA,NA,NA,0.4372438920913,NA,NA,2.72949913735224,2.47833618267231,1.88627659884126,3.15166241300932,0.692938713884717,2.70512014610298,2.15022242527668,2.03976074499343,0.632386731036241,0.923634201382896,2.72034288273055,0.708752649503587,1.58224356475764,NA,0.785747235897756,1.30534801390471,2.37767721605186,1.89914913481587,2.05436374799102,1.78396588287804,2.45080503884825,1.92854020647847,0.199124835518486,NA,NA,NA,1.1028810906082,0.914957232037648,0.283755698174425,NA,2.01732514326555,2.67061952365275
"272_30-CAM212-Apicotermitinae-Heimitermes","272_30-CAM212-Apicotermitinae-Heimitermes",NA,2.82291183299644,3.03473151353123,2.70469096527919,NA,1.21519849193466,NA,2.72918328217789,0.691184848910005,NA,1.55994858099595,NA,NA,3.12103287642281,3.28863544709426,NA,NA,NA,NA,2.81565830451658,1.09996801108804,NA,3.0632680670144,NA,NA,0.953474761410471,NA,0.576503981670447,NA,0.82346996848747,NA,2.65197431527021,2.52941337139522,1.09561894244169,NA,NA,NA,NA,NA,NA,NA,4.47109602345746,4.07733733355177,1.31552996488979,0.99911319340621
"230_21-TBRU814E-Foraminitermitinae-Labritermes_buttelreepeni","230_21-TBRU814E-Foraminitermitinae-Labritermes_buttelreepeni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.46466575481679,2.63526595335616,1.89229967089394,1.77715246073555,1.47199540439796,NA,NA,1.75371947147394,1.02632796840332,NA,1.86128845069107,1.35855416119285,NA,0.864054583418879,NA,1.23701426089657,NA,2.23824866559501,2.16265128211605,2.01794707925394,0.825370345131021,2.61098708362948,2.06384536428452,2.35015775509401,0.59496867529478,0.885975296619153,2.8927167795688,2.26192562092172,NA,2.11581016537296,NA,2.40008743080035,3.54738827320234
